timestamp,dia,mes,año,hora,minuto,turno
46027.09028,5,1,2026,2,10,Noche
46027.09722,5,1,2026,2,20,Noche
46027.10417,5,1,2026,2,30,Noche
46027.11111,5,1,2026,2,40,Noche
46027.11806,5,1,2026,2,50,Noche
46027.125,5,1,2026,3,0,Noche
46027.13194,5,1,2026,3,10,Noche
46027.13889,5,1,2026,3,20,Noche
46027.14583,5,1,2026,3,30,Noche
46027.15278,5,1,2026,3,40,Noche
46027.15972,5,1,2026,3,50,Noche
46027.16667,5,1,2026,4,0,Noche
46027.17361,5,1,2026,4,10,Noche
46027.18056,5,1,2026,4,20,Noche
46027.1875,5,1,2026,4,30,Noche
46027.19444,5,1,2026,4,40,Noche
46027.20139,5,1,2026,4,50,Noche
46027.20833,5,1,2026,5,0,Noche
46027.21528,5,1,2026,5,10,Noche
46027.22222,5,1,2026,5,20,Noche
46027.22917,5,1,2026,5,30,Noche
46027.23611,5,1,2026,5,40,Noche
46027.24306,5,1,2026,5,50,Noche
46027.25,5,1,2026,6,0,Mañana
46027.25694,5,1,2026,6,10,Mañana
46027.26389,5,1,2026,6,20,Mañana
46027.27083,5,1,2026,6,30,Mañana
46027.27778,5,1,2026,6,40,Mañana
46027.28472,5,1,2026,6,50,Mañana
46027.29167,5,1,2026,7,0,Mañana
46027.29861,5,1,2026,7,10,Mañana
46027.30556,5,1,2026,7,20,Mañana
46027.3125,5,1,2026,7,30,Mañana
46027.31944,5,1,2026,7,40,Mañana
46027.32639,5,1,2026,7,50,Mañana
46027.33333,5,1,2026,8,0,Mañana
46027.34028,5,1,2026,8,10,Mañana
46027.34722,5,1,2026,8,20,Mañana
46027.35417,5,1,2026,8,30,Mañana
46027.36111,5,1,2026,8,40,Mañana
46027.36806,5,1,2026,8,50,Mañana
46027.375,5,1,2026,9,0,Mañana
46027.38194,5,1,2026,9,10,Mañana
46027.38889,5,1,2026,9,20,Mañana
46027.39583,5,1,2026,9,30,Mañana
46027.40278,5,1,2026,9,40,Mañana
46027.40972,5,1,2026,9,50,Mañana
46027.41667,5,1,2026,10,0,Mañana
46027.42361,5,1,2026,10,10,Mañana
46027.43056,5,1,2026,10,20,Mañana
46027.4375,5,1,2026,10,30,Mañana
46027.44444,5,1,2026,10,40,Mañana
46027.45139,5,1,2026,10,50,Mañana
46027.45833,5,1,2026,11,0,Mañana
46027.46528,5,1,2026,11,10,Mañana
46027.47222,5,1,2026,11,20,Mañana
